ablation,task,regime,split,seed,episodes,success,success_probability,utility,precondition_violation,belief_ece,branch_entropy_error,recovery_success,damage_rate,wasted_action,intervention_cost,probe_overhead,irreversible_commitment,plan_depth_blowup
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,0,6,0.333333,0.644046,0.323898,0.018627,0.025737,0.049227,0.566769,0.013143,0.042348,0.220487,0.044707,0.032802,0.041925
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,1,6,0.833333,0.629475,0.826301,0.013214,0.0222,0.056258,0.576641,0.019167,0.041785,0.220487,0.044707,0.033273,0.03684
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,2,6,0.5,0.635376,0.484276,0.028601,0.033518,0.051236,0.581989,0.01928,0.042381,0.220487,0.044707,0.031139,0.039577
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,3,6,0.666667,0.640653,0.658265,0.023372,0.016392,0.059935,0.587579,0.014465,0.04166,0.220487,0.044707,0.029788,0.042998
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,4,6,0.666667,0.633801,0.653723,0.019782,0.024152,0.056807,0.571473,0.020961,0.044282,0.220487,0.044707,0.02685,0.041788
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,5,6,0.833333,0.637955,0.828373,0.023523,0.017313,0.050481,0.60014,0.018661,0.039618,0.220487,0.044707,0.029814,0.034688
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,6,6,0.5,0.632266,0.487014,0.023519,0.026826,0.049558,0.578837,0.023395,0.032013,0.220487,0.044707,0.031933,0.049351
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,7,6,0.833333,0.635168,0.82026,0.024509,0.028854,0.057191,0.574865,0.019475,0.036715,0.220487,0.044707,0.0302,0.041843
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,8,6,0.833333,0.631779,0.825648,0.017311,0.022449,0.054109,0.584866,0.019625,0.04094,0.220487,0.044707,0.030581,0.040773
full_contact_belief_branch_audit_v5,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,9,6,0.666667,0.636513,0.655975,0.014426,0.029698,0.057937,0.557585,0.022007,0.038054,0.220487,0.044707,0.027397,0.037254
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,0,6,0.666667,0.651959,0.658072,0.01152,0.035203,0.050489,0.585378,0.020962,0.045076,0.221459,0.044707,0.029206,0.04547
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,1,6,0.5,0.646252,0.50094,0.008918,0.022675,0.058636,0.576718,0.016629,0.031545,0.221459,0.044707,0.027576,0.038579
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,2,6,0.5,0.662205,0.482338,0.014542,0.021807,0.054232,0.577797,0.033132,0.053481,0.221459,0.044707,0.029301,0.037244
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,3,6,0.5,0.645292,0.487683,0.013645,0.025898,0.055368,0.573039,0.0224,0.045288,0.221459,0.044707,0.033913,0.040776
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,4,6,0.5,0.640378,0.487427,0.015084,0.024505,0.056765,0.55526,0.015633,0.049376,0.221459,0.044707,0.028531,0.039923
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,5,6,0.833333,0.642254,0.829244,0.005831,0.023671,0.044869,0.57063,0.02025,0.046423,0.221459,0.044707,0.026064,0.040755
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,6,6,0.333333,0.639328,0.332696,0.00585,0.027611,0.052795,0.573687,0.01361,0.041995,0.221459,0.044707,0.032786,0.03453
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,7,6,0.333333,0.64296,0.330546,0.011044,0.021923,0.049997,0.58559,0.018139,0.039728,0.221459,0.044707,0.03135,0.040868
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,8,6,0.666667,0.640599,0.65074,0.025237,0.021056,0.053217,0.581818,0.023228,0.048678,0.221459,0.044707,0.024408,0.043379
full_contact_belief_branch_audit_v5,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,9,6,1.0,0.648446,0.991242,0.003113,0.01924,0.05481,0.570151,0.022828,0.05316,0.221459,0.044707,0.031075,0.04265
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,0,6,0.833333,0.635899,0.809511,0.025739,0.032306,0.060284,0.569923,0.030658,0.040445,0.223489,0.044707,0.031744,0.044185
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,1,6,0.666667,0.623409,0.649689,0.014606,0.024162,0.057799,0.590157,0.030307,0.052601,0.223489,0.044707,0.029894,0.045962
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,2,6,0.5,0.632254,0.482046,0.020283,0.025273,0.052597,0.577797,0.025698,0.044504,0.223489,0.044707,0.037065,0.043655
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,3,6,0.666667,0.638267,0.64695,0.01771,0.026205,0.056994,0.58147,0.028908,0.053562,0.223489,0.044707,0.033517,0.040064
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,4,6,0.666667,0.630486,0.648949,0.021664,0.032415,0.055717,0.570778,0.019093,0.048134,0.223489,0.044707,0.028143,0.048004
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,5,6,0.666667,0.638852,0.648631,0.020236,0.027984,0.062982,0.579558,0.018593,0.052412,0.223489,0.044707,0.032909,0.046689
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,6,6,0.333333,0.638816,0.30502,0.027741,0.023789,0.061922,0.569063,0.032574,0.045798,0.223489,0.044707,0.038408,0.041659
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,7,6,0.833333,0.633602,0.818164,0.018804,0.028142,0.056471,0.575006,0.020329,0.049149,0.223489,0.044707,0.027107,0.045645
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,8,6,0.333333,0.638268,0.316146,0.014712,0.022174,0.055563,0.567676,0.026961,0.047573,0.223489,0.044707,0.034109,0.042159
full_contact_belief_branch_audit_v5,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,9,6,0.666667,0.640187,0.646227,0.018014,0.021281,0.052032,0.568992,0.027156,0.051777,0.223489,0.044707,0.033587,0.045636
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,0,6,0.5,0.626852,0.47474,0.019186,0.026294,0.063365,0.579666,0.028991,0.054245,0.22468,0.044707,0.044426,0.040967
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,1,6,0.833333,0.623345,0.808474,0.013766,0.033565,0.057025,0.56302,0.032063,0.05125,0.22468,0.044707,0.035174,0.048619
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,2,6,0.666667,0.634535,0.647663,0.020117,0.027372,0.061267,0.577826,0.019031,0.052495,0.22468,0.044707,0.037562,0.043319
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,3,6,1.0,0.624191,0.975041,0.026949,0.01962,0.053073,0.57194,0.024409,0.05222,0.22468,0.044707,0.036459,0.047586
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,4,6,0.666667,0.635595,0.64409,0.023404,0.030936,0.061823,0.590536,0.02581,0.054674,0.22468,0.044707,0.03889,0.037904
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,5,6,0.666667,0.627637,0.640814,0.024327,0.020013,0.058208,0.565398,0.02583,0.05581,0.22468,0.044707,0.036306,0.040892
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,6,6,0.833333,0.645346,0.812422,0.022108,0.014914,0.051034,0.560211,0.020101,0.051258,0.22468,0.044707,0.038431,0.044943
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,7,6,0.5,0.629097,0.482708,0.01481,0.02669,0.062339,0.558566,0.016844,0.05028,0.22468,0.044707,0.038901,0.040567
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,8,6,0.666667,0.632878,0.647922,0.018725,0.028797,0.057956,0.597945,0.029517,0.049916,0.22468,0.044707,0.032713,0.048714
full_contact_belief_branch_audit_v5,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,9,6,0.666667,0.627324,0.640884,0.02157,0.025354,0.061997,0.571667,0.027926,0.055251,0.22468,0.044707,0.038209,0.040905
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,0,6,0.5,0.636449,0.482788,0.017405,0.029718,0.052373,0.576638,0.019831,0.056139,0.223532,0.044707,0.035383,0.040249
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,1,6,0.5,0.636349,0.479918,0.017347,0.021503,0.060168,0.579639,0.028612,0.049203,0.223532,0.044707,0.035841,0.047519
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,2,6,0.666667,0.63331,0.652563,0.01216,0.034713,0.057418,0.575808,0.018321,0.047663,0.223532,0.044707,0.035406,0.050629
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,3,6,0.5,0.626394,0.488447,0.012406,0.027259,0.063479,0.57379,0.02377,0.037499,0.223532,0.044707,0.035993,0.041053
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,4,6,0.666667,0.630679,0.650306,0.017839,0.022524,0.057378,0.58174,0.030139,0.043788,0.223532,0.044707,0.02985,0.044522
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,5,6,0.833333,0.637349,0.816585,0.013362,0.029727,0.055433,0.568848,0.028971,0.040929,0.223532,0.044707,0.035086,0.045261
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,6,6,1.0,0.631093,0.993238,0.005312,0.020777,0.055794,0.583461,0.019118,0.052289,0.223532,0.044707,0.032886,0.042765
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,7,6,0.666667,0.630031,0.651804,0.010735,0.034151,0.056227,0.570818,0.027099,0.046144,0.223532,0.044707,0.029436,0.044345
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,8,6,0.666667,0.635512,0.6465,0.025112,0.029821,0.056771,0.580294,0.023842,0.044619,0.223532,0.044707,0.035193,0.044956
full_contact_belief_branch_audit_v5,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,9,6,0.5,0.636169,0.481011,0.023657,0.023984,0.058136,0.568147,0.021727,0.049851,0.223532,0.044707,0.029038,0.040142
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,0,6,0.5,0.640215,0.474352,0.025227,0.026948,0.058378,0.571486,0.02537,0.055183,0.224241,0.044707,0.031991,0.046215
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,1,6,0.666667,0.627856,0.650573,0.023359,0.037041,0.054198,0.585032,0.02339,0.042206,0.224241,0.044707,0.03167,0.040093
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,2,6,0.5,0.639321,0.469065,0.034607,0.034352,0.053302,0.556106,0.024983,0.053695,0.224241,0.044707,0.02842,0.040754
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,3,6,0.5,0.632556,0.475645,0.021525,0.035288,0.045782,0.554931,0.02597,0.053694,0.224241,0.044707,0.027085,0.045817
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,4,6,0.166667,0.645835,0.150038,0.018352,0.027495,0.057327,0.578316,0.028718,0.04171,0.224241,0.044707,0.030621,0.04395
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,5,6,0.666667,0.638917,0.643627,0.025985,0.028144,0.061499,0.572795,0.029997,0.042858,0.224241,0.044707,0.032535,0.039758
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,6,6,0.666667,0.63731,0.648714,0.023185,0.029722,0.058887,0.590382,0.021728,0.047478,0.224241,0.044707,0.03554,0.045525
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,7,6,0.5,0.638424,0.47865,0.02462,0.033811,0.05675,0.571698,0.023009,0.044477,0.224241,0.044707,0.03322,0.046584
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,8,6,0.833333,0.634926,0.812226,0.025229,0.027674,0.059214,0.58108,0.029076,0.04354,0.224241,0.044707,0.029163,0.046199
full_contact_belief_branch_audit_v5,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,9,6,0.833333,0.638689,0.810705,0.020036,0.037278,0.057187,0.570876,0.022603,0.061569,0.224241,0.044707,0.028441,0.039425
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,0,6,1.0,0.634842,0.976871,0.019546,0.037597,0.057531,0.575516,0.026842,0.046492,0.227283,0.044707,0.044501,0.038809
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,1,6,0.666667,0.629956,0.644969,0.016434,0.022323,0.056519,0.561141,0.02698,0.050265,0.227283,0.044707,0.035141,0.04378
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,2,6,0.5,0.632966,0.462863,0.025104,0.034342,0.061993,0.563219,0.03106,0.057511,0.227283,0.044707,0.045184,0.050659
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,3,6,1.0,0.650215,0.979952,0.018687,0.029281,0.061906,0.569741,0.024743,0.040405,0.227283,0.044707,0.03603,0.050682
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,4,6,0.666667,0.627097,0.636201,0.021273,0.017659,0.06372,0.558795,0.028384,0.057106,0.227283,0.044707,0.041029,0.047091
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,5,6,0.833333,0.62083,0.804084,0.01436,0.028901,0.066126,0.545104,0.034625,0.047544,0.227283,0.044707,0.037052,0.046634
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,6,6,0.666667,0.628608,0.641982,0.017138,0.03437,0.058954,0.57051,0.030465,0.045212,0.227283,0.044707,0.040479,0.048399
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,7,6,0.333333,0.634425,0.310944,0.021521,0.021037,0.057282,0.589987,0.026216,0.053173,0.227283,0.044707,0.041919,0.045579
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,8,6,0.833333,0.633915,0.809195,0.019162,0.02471,0.062146,0.568048,0.022776,0.050034,0.227283,0.044707,0.041898,0.050874
full_contact_belief_branch_audit_v5,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,9,6,0.166667,0.629059,0.134774,0.021443,0.035592,0.064602,0.549718,0.025431,0.049062,0.227283,0.044707,0.046736,0.047967
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,0,6,0.666667,0.637808,0.639208,0.023595,0.027704,0.055345,0.578295,0.029157,0.058341,0.225209,0.044707,0.039533,0.040883
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,1,6,0.666667,0.63175,0.64028,0.027608,0.034785,0.06516,0.583227,0.024416,0.056451,0.225209,0.044707,0.03078,0.045056
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,2,6,0.833333,0.626558,0.802326,0.025393,0.029635,0.059693,0.555909,0.025367,0.055519,0.225209,0.044707,0.039748,0.04486
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,3,6,0.833333,0.634326,0.806234,0.019103,0.032157,0.065207,0.560193,0.029282,0.046441,0.225209,0.044707,0.039112,0.048533
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,4,6,0.666667,0.631102,0.636824,0.022381,0.027981,0.061175,0.56468,0.027474,0.056134,0.225209,0.044707,0.040826,0.047021
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,5,6,0.666667,0.634525,0.638925,0.019594,0.028929,0.058939,0.558903,0.027764,0.059721,0.225209,0.044707,0.02899,0.048706
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,6,6,0.666667,0.617382,0.641332,0.021547,0.027774,0.059304,0.584713,0.027403,0.055116,0.225209,0.044707,0.042986,0.044293
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,7,6,0.5,0.625143,0.46676,0.029699,0.032513,0.057937,0.560415,0.024572,0.057127,0.225209,0.044707,0.035878,0.05119
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,8,6,0.5,0.63193,0.466808,0.024997,0.027284,0.060122,0.554337,0.027241,0.054717,0.225209,0.044707,0.040703,0.051922
full_contact_belief_branch_audit_v5,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,9,6,1.0,0.628522,0.97137,0.024542,0.020137,0.065159,0.548637,0.024023,0.044634,0.225209,0.044707,0.043564,0.049589
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,0,6,0.5,0.618705,0.463863,0.036522,0.032325,0.061877,0.563084,0.029258,0.050105,0.228301,0.044707,0.037176,0.043558
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,1,6,0.833333,0.627786,0.79965,0.031071,0.034789,0.069408,0.566354,0.02507,0.046452,0.228301,0.044707,0.044478,0.049815
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,2,6,0.833333,0.619469,0.786381,0.04441,0.035288,0.057416,0.571458,0.028354,0.064882,0.228301,0.044707,0.048399,0.044286
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,3,6,0.5,0.621632,0.459021,0.033926,0.037765,0.057813,0.558038,0.03047,0.052762,0.228301,0.044707,0.041198,0.055674
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,4,6,0.666667,0.625757,0.631858,0.034774,0.029615,0.058993,0.575931,0.024003,0.054507,0.228301,0.044707,0.04428,0.051367
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,5,6,0.5,0.61267,0.4598,0.037768,0.025893,0.061635,0.551781,0.029101,0.05395,0.228301,0.044707,0.038669,0.046476
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,6,6,0.666667,0.622553,0.622932,0.043481,0.025132,0.058995,0.561372,0.029385,0.055369,0.228301,0.044707,0.047217,0.043991
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,7,6,0.833333,0.611147,0.794106,0.042381,0.036809,0.059461,0.581081,0.025026,0.059499,0.228301,0.044707,0.039869,0.046617
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,8,6,0.5,0.622171,0.463687,0.04,0.031819,0.063914,0.590471,0.0234,0.056424,0.228301,0.044707,0.047377,0.046608
full_contact_belief_branch_audit_v5,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,9,6,0.833333,0.611128,0.792096,0.034567,0.024889,0.065546,0.563343,0.035474,0.056554,0.228301,0.044707,0.042082,0.043519
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,0,6,0.666667,0.669966,0.681126,0.0,0.012573,0.041013,0.583415,0.016784,0.03714,0.20846,0.044707,0.016273,0.035638
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,1,6,0.666667,0.672627,0.68132,0.0,0.017662,0.043678,0.589554,0.018052,0.032496,0.20846,0.044707,0.0218,0.032846
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,2,6,0.5,0.679281,0.524629,0.0,0.006517,0.043056,0.606545,0.009904,0.030723,0.20846,0.044707,0.021319,0.029408
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,3,6,0.5,0.680748,0.520146,0.0,0.014445,0.04655,0.585886,0.013447,0.02587,0.20846,0.044707,0.020336,0.028279
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,4,6,0.666667,0.675343,0.687123,0.0,0.005151,0.040585,0.602555,0.019445,0.032359,0.20846,0.044707,0.011696,0.035158
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,5,6,0.5,0.677114,0.519345,0.0,0.00623,0.045802,0.601586,0.020036,0.028881,0.20846,0.044707,0.017758,0.032776
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,6,6,0.666667,0.672796,0.686644,0.0,0.016283,0.04852,0.599541,0.020877,0.025703,0.20846,0.044707,0.014085,0.028504
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,7,6,0.833333,0.663431,0.848951,0.0,0.017985,0.039273,0.593835,0.015753,0.035628,0.20846,0.044707,0.021907,0.034003
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,8,6,0.5,0.652355,0.51429,0.0,0.007295,0.043372,0.590507,0.017194,0.039318,0.20846,0.044707,0.020756,0.033632
full_contact_belief_branch_audit_v5,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,9,6,0.5,0.673976,0.515916,0.001169,0.010109,0.050116,0.600231,0.01834,0.034365,0.20846,0.044707,0.017766,0.03471
full_contact_belief_branch_audit_v5,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,0,6,0.5,0.648538,0.504398,0.010746,0.026113,0.049871,0.599742,0.01816,0.032495,0.219447,0.044707,0.026072,0.037327
full_contact_belief_branch_audit_v5,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,1,6,0.666667,0.64802,0.653318,0.022581,0.024138,0.053474,0.589183,0.018699,0.049354,0.219447,0.044707,0.031478,0.044318
full_contact_belief_branch_audit_v5,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,2,6,0.5,0.63914,0.488871,0.022554,0.023063,0.057581,0.591582,0.024722,0.04241,0.219447,0.044707,0.024831,0.040189
full_contact_belief_branch_audit_v5,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,3,6,0.5,0.650781,0.493514,0.017829,0.029117,0.056288,0.582426,0.017467,0.040487,0.219447,0.044707,0.025883,0.039252
full_contact_belief_branch_audit_v5,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,4,6,0.5,0.650129,0.488681,0.027025,0.028377,0.053181,0.590361,0.018728,0.041273,0.219447,0.044707,0.026905,0.041171
full_contact_belief_branch_audit_v5,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,5,6,1.0,0.654363,0.997324,0.013722,0.025076,0.05655,0.580209,0.017183,0.04051,0.219447,0.044707,0.020052,0.040556
full_contact_belief_branch_audit_v5,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,6,6,0.5,0.651868,0.487538,0.022857,0.028235,0.052367,0.589831,0.030766,0.042724,0.219447,0.044707,0.020243,0.035072
